"ASSESSMENT_UNIT_ID","PARAM_NAME","ACTION_ID","ACTION_TYPE","OWRD_Basin"
"OR_SR_1709000105_02_104579","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000105_02_104580","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000106_02_103721","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000107_02_103727","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000107_02_103728","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000107_02_104583","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000108_02_103732","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000109_02_103735","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000110_02_103749","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000110_02_104584","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000110_02_104584","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000110_02_104584","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000201_02_103752","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_SR_1709000201_02_103752","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000203_02_103782","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_SR_1709000203_02_103782","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000203_02_104585","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_SR_1709000203_02_104585","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000203_02_104585","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000204_02_103786","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_SR_1709000204_02_103786","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000204_02_103787","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_SR_1709000204_02_103787","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000204_02_103787","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000204_02_103787","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000301_02_103791","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000301_02_103791","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000301_02_103796","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000301_02_103799","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000302_02_103806","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000302_02_103812","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000302_02_103812","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000303_02_103816","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000304_02_103821","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000304_02_103821","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000305_02_103822","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000305_02_103829","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000305_02_103829","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000305_02_103832","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000306_05_103854","DIOXIN",319,"TMDL","Willamette"
"OR_SR_1709000306_05_103854","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000306_05_103854","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000306_05_103854","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000402_02_104588","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000405_02_103868","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000406_02_103871","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000407_02_103884","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000407_02_103884","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000407_02_103884","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000501_02_103892","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000501_02_103892","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000502_02_103899","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000503_02_103906","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000503_02_103906","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103925","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103925","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103927","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103927","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103927","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103930","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000506_02_103930","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000701_02_103999","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000701_02_104591","DISSOLVED OXYGEN",2036,"TMDL","Willamette"
"OR_SR_1709000701_05_104005","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000702_02_104007","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_02_104008","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_02_104012","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_04_104013","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_04_104013","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000703_04_104013","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000703_05_104014","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_05_104014","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000703_05_104014","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000703_88_104015","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000703_88_104015","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000703_88_104015","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104017","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","PH",1936,"TMDL","Willamette"
"OR_SR_1709000704_02_104018","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709000704_02_104597","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104597","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_02_104597","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_88_104019","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000704_88_104019","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_88_104020","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000704_88_104020","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000704_88_104020","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000801_02_104028","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000802_02_104034","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000802_02_104034","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000802_02_104035","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000802_02_104603","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000803_02_104037","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000804_02_104047","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000805_02_104049","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000805_02_104050","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000806_02_104052","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000807_02_104060","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000807_02_104061","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000807_02_104061","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000807_02_104061","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104062","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104062","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","AMMONIA",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104064","IRON",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104067","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104067","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104067","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104067","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104067","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104068","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104068","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104068","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104068","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104068","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104069","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104069","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104069","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104069","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104069","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104595","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000901_02_104595","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104595","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000901_02_104595","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000901_02_104595","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104072","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000902_02_104072","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104072","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000902_02_104072","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104072","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","AMMONIA",2037,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000902_02_104073","IRON",35888,"TMDL","Willamette"
"OR_SR_1709000903_02_104074","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000903_02_104074","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000903_02_104074","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000903_02_104075","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000903_02_104075","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000903_02_104075","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000904_02_104086","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","AMMONIA",2037,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","IRON",35888,"TMDL","Willamette"
"OR_SR_1709000905_02_104088","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000906_02_104091","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000906_02_104091","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","AMMONIA",2037,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","IRON",35888,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709000906_02_104093","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_SR_1709001001_02_104096","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001001_02_104096","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001001_02_104096","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001001_02_104096","PH",1936,"TMDL","Willamette"
"OR_SR_1709001001_02_104096","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","PH",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104104","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104105","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104105","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104105","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001002_02_104105","PH",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","PH",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104109","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104600","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001002_02_104600","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104112","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104112","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001003_02_104112","PH",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104114","PH",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104114","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","PH",1936,"TMDL","Willamette"
"OR_SR_1709001003_02_104120","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","PH",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104133","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","PH",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104134","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104136","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104136","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104136","PH",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104137","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104137","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104137","PH",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001004_02_104139","PH",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","PH",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104140","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","PH",1936,"TMDL","Willamette"
"OR_SR_1709001005_02_104141","TEMPERATURE",1936,"TMDL","Willamette"
"OR_SR_1709001104_02_104155","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001106_02_104169","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001201_02_104170","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001201_02_104170","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001201_02_104170","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001202_02_104173","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001202_02_104174","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001202_02_104174","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001202_88_104175","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001202_88_104175","MERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001202_88_104175","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_SR_1709001203_02_104176","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_02_104177","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_02_104179","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_02_104180","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_02_104181","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_88_104184","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_SR_1709001203_88_104184","METHYLMERCURY",30674,"TMDL","Willamette"
"OR_WS_170900010608_02_104210","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900011003_02_104223","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900020303_02_104234","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900020401_02_104238","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_WS_170900020401_02_104238","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900020403_02_104240","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_WS_170900020403_02_104240","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900020404_02_104241","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_WS_170900020404_02_104241","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900020405_02_104242","ESCHERICHIA COLI (E. COLI)",310,"TMDL","Willamette"
"OR_WS_170900020405_02_104242","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030101_02_104243","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030103_02_104245","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030106_02_104248","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030106_02_104248","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900030108_02_104250","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030108_02_104250","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900030601_02_104287","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900030601_02_104287","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900030603_02_104290","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900050208_02_104350","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900050208_02_104350","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900070101_02_104401","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070102_02_104403","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070104_02_104405","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070203_02_104411","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070301_02_104413","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070303_02_104415","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900070303_02_104415","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900070303_02_104415","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070303_02_104415","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900070404_02_104421","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900070405_02_104422","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900080204_02_104429","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900080501_02_104439","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900090104_02_104457","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090104_02_104457","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090104_02_104457","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
