ASSESSMENT_UNIT_ID,PARAM_NAME,Pollu_ID,ACTION_ID,Pollutant_DEQ.WQS,OWRD_Basin
OR_SR_1709001003_02_104120,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001003_02_104123,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_SR_1709001003_02_104123,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,NA
OR_SR_1709001003_02_104123,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709001003_02_104123,PHOSPHORUS,126,1936,Phosphorus,NA
OR_SR_1709001003_02_104123,PHOSPHORUS,126,1230,Phosphorus,NA
OR_SR_1709001003_02_104123,TEMPERATURE,132,1936,Temperature,NA
OR_SR_1709001003_02_104127,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_SR_1709001003_02_104127,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,NA
OR_SR_1709001003_02_104127,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709001003_02_104127,PHOSPHORUS,126,1936,Phosphorus,NA
OR_SR_1709001003_02_104127,PHOSPHORUS,126,1230,Phosphorus,NA
OR_SR_1709001003_02_104127,TEMPERATURE,132,1936,Temperature,NA
OR_SR_1709001004_02_104133,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001004_02_104133,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001004_02_104133,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001004_02_104133,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001004_02_104133,PH,124,1936,pH,Willamette
OR_SR_1709001004_02_104133,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001004_02_104133,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001004_02_104133,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001004_02_104134,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001004_02_104134,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001004_02_104134,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001004_02_104134,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001004_02_104134,PH,124,1936,pH,Willamette
OR_SR_1709001004_02_104134,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001004_02_104134,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001004_02_104134,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001004_02_104135,FECAL COLIFORM,86,1936,Fecal Coliform,NA
OR_SR_1709001004_02_104135,PHOSPHORUS,126,1936,Phosphorus,NA
OR_SR_1709001004_02_104135,PHOSPHORUS,126,1230,Phosphorus,NA
OR_SR_1709001004_02_104136,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001004_02_104136,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001004_02_104136,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001004_02_104136,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001004_02_104136,PH,124,1936,pH,Willamette
OR_SR_1709001004_02_104136,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001004_02_104136,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001004_02_104136,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001004_02_104137,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001004_02_104137,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001004_02_104137,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001004_02_104137,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_SR_1709001004_02_104137,PH,124,1936,pH,Willamette
OR_SR_1709001004_02_104137,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001004_02_104137,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001004_02_104138,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_SR_1709001004_02_104138,FECAL COLIFORM,86,1936,Fecal Coliform,NA
OR_SR_1709001004_02_104138,PHOSPHORUS,126,1936,Phosphorus,NA
OR_SR_1709001004_02_104138,PHOSPHORUS,126,1230,Phosphorus,NA
OR_SR_1709001004_02_104139,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001004_02_104139,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001004_02_104139,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001004_02_104139,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001004_02_104139,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_SR_1709001004_02_104139,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709001004_02_104139,PH,124,1936,pH,Willamette
OR_SR_1709001004_02_104139,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001004_02_104139,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001004_02_104139,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001005_02_104140,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001005_02_104140,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001005_02_104140,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001005_02_104140,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001005_02_104140,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_SR_1709001005_02_104140,PH,124,1936,pH,Willamette
OR_SR_1709001005_02_104140,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001005_02_104140,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001005_02_104140,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001005_02_104141,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001005_02_104141,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001005_02_104141,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001005_02_104141,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001005_02_104141,PH,124,1936,pH,Willamette
OR_SR_1709001005_02_104141,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001005_02_104141,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001005_02_104141,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001104_02_104155,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001106_02_104166,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001106_02_104169,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001201_02_104170,"4,4'-DDE",49,30674.1,"DDE 4,4'",Willamette
OR_SR_1709001201_02_104170,"4,4'-DDT",50,30674.1,"DDT 4,4'",Willamette
OR_SR_1709001201_02_104170,DIELDRIN,66,30674.1,Dieldrin,Willamette
OR_SR_1709001201_02_104170,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001201_02_104170,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709001201_02_104170,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709001201_02_104171,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001202_02_104173,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001202_02_104174,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001202_02_104174,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709001202_88_104175,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709001202_88_104175,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001202_88_104175,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709001202_88_104175,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709001203_02_104176,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_02_104177,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_02_104179,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_02_104180,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_02_104181,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_88_104184,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001203_88_104184,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_WS_170800010402_02_103644,ESCHERICHIA COLI (E. COLI),76,11395,E. coli,NA
OR_WS_170900010608_02_104210,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900011003_02_104223,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900020302_02_104233,MERCURY,104,30674,Mercury (total),NA
OR_WS_170900020303_02_104234,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900020401_02_104238,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_WS_170900020401_02_104238,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900020403_02_104240,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_WS_170900020403_02_104240,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900020404_02_104241,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_WS_170900020404_02_104241,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900020405_02_104242,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_WS_170900020405_02_104242,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030101_02_104243,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030102_02_104244,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900030103_02_104245,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030106_02_104248,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030106_02_104248,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900030108_02_104250,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030108_02_104250,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900030402_02_104273,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900030601_02_104287,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900030601_02_104287,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900030603_02_104290,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900050208_02_104350,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900050208_02_104350,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900070101_02_104401,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070102_02_104403,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070104_02_104405,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070203_02_104411,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070204_02_104412,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070301_02_104413,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070303_02_104415,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900070303_02_104415,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900070303_02_104415,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070303_02_104415,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900070307_02_104602,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900070404_02_104421,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900070405_02_104422,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900080204_02_104429,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900080501_02_104439,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900080603_02_104445,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900080701_02_104451,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090101_02_104454,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,NA
OR_WS_170900090101_02_104454,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,NA
OR_WS_170900090101_02_104454,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900090101_02_104454,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,NA
OR_WS_170900090104_02_104457,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090104_02_104457,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090104_02_104457,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090104_02_104457,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900090105_02_104458,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,NA
OR_WS_170900090105_02_104458,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,NA
OR_WS_170900090108_02_104461,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090108_02_104461,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090108_02_104461,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090108_02_104461,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900090108_02_104461,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_WS_170900090109_02_104462,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090109_02_104462,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090109_02_104462,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_WS_170900090204_02_104467,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_WS_170900090204_02_104467,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090204_02_104467,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090204_02_104467,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090204_02_104467,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900090204_02_104467,FECAL COLIFORM,86,35888,Fecal Coliform,Willamette
OR_WS_170900090204_02_104467,IRON,99,35888,Iron (total),Willamette
OR_WS_170900090204_02_104467,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_WS_170900090301_02_104468,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090301_02_104468,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090301_02_104468,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_WS_170900090303_02_104470,AMMONIA,6,2037,Ammonia,Willamette
OR_WS_170900090303_02_104470,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090303_02_104470,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090304_02_104471,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090304_02_104471,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900090502_02_104481,AMMONIA,6,2037,Ammonia,Willamette
OR_WS_170900090502_02_104481,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_WS_170900090502_02_104481,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_WS_170900090502_02_104481,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900090502_02_104481,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_WS_170900100202_02_104493,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100202_02_104493,PH,124,1936,pH,Willamette
OR_WS_170900100204_02_104495,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100204_02_104495,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100204_02_104495,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100204_02_104495,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_WS_170900100204_02_104495,PH,124,1936,pH,Willamette
OR_WS_170900100204_02_104495,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100204_02_104495,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100204_02_104495,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100205_02_104496,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,NA
OR_WS_170900100205_02_104496,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900100205_02_104496,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100205_02_104496,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100301_02_104498,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,NA
OR_WS_170900100301_02_104498,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_WS_170900100301_02_104498,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100301_02_104498,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100301_02_104498,TEMPERATURE,132,1936,Temperature,NA
OR_WS_170900100302_02_104499,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100306_02_104503,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100306_02_104503,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100307_02_104504,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100307_02_104504,PH,124,1936,pH,Willamette
OR_WS_170900100307_02_104504,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100307_02_104504,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100308_02_104505,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_WS_170900100308_02_104505,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100308_02_104505,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100401_02_104506,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_WS_170900100401_02_104506,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100401_02_104506,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100401_02_104506,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100401_02_104506,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_WS_170900100401_02_104506,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900100401_02_104506,PH,124,1936,pH,Willamette
OR_WS_170900100401_02_104506,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100401_02_104506,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100401_02_104506,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100402_02_104507,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_WS_170900100402_02_104507,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100402_02_104507,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100402_02_104507,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100402_02_104507,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900100402_02_104507,PH,124,1936,pH,Willamette
OR_WS_170900100402_02_104507,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100403_02_104508,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100403_02_104508,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100403_02_104508,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100403_02_104508,PH,124,1936,pH,Willamette
OR_WS_170900100404_02_104509,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100404_02_104509,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_WS_170900100404_02_104509,PH,124,1936,pH,Willamette
OR_WS_170900100404_02_104509,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100404_02_104509,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100405_02_104510,FECAL COLIFORM,86,1936,Fecal Coliform,NA
OR_WS_170900100405_02_104510,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100405_02_104510,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100406_02_104511,CHLOROPHYLL-A,40,1936,Chlorophyll-a,NA
OR_WS_170900100406_02_104511,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_WS_170900100406_02_104511,FECAL COLIFORM,86,1936,Fecal Coliform,NA
OR_WS_170900100406_02_104511,PHOSPHORUS,126,1936,Phosphorus,NA
OR_WS_170900100406_02_104511,PHOSPHORUS,126,1230,Phosphorus,NA
OR_WS_170900100501_02_104512,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100501_02_104512,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100501_02_104512,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100501_02_104512,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_WS_170900100501_02_104512,PH,124,1936,pH,Willamette
OR_WS_170900100501_02_104512,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100501_02_104512,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100501_02_104512,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100502_02_104513,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_WS_170900100502_02_104513,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100502_02_104513,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100502_02_104513,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100502_02_104513,FECAL COLIFORM,86,1936,Fecal Coliform,Willamette
OR_WS_170900100502_02_104513,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900100502_02_104513,PH,124,1936,pH,Willamette
OR_WS_170900100502_02_104513,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100502_02_104513,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900100502_02_104513,TEMPERATURE,132,1936,Temperature,Willamette
OR_WS_170900100504_02_104515,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_WS_170900100504_02_104515,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900100504_02_104515,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900100504_02_104515,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900100504_02_104515,PH,124,1936,pH,Willamette
OR_WS_170900100504_02_104515,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900100504_02_104515,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_WS_170900110604_02_104546,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900110605_02_104547,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900110606_02_104548,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900110607_02_104549,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120101_02_104550,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120101_02_104550,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900120102_02_104551,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120103_02_104552,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120103_02_104552,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900120104_02_104553,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_WS_170900120104_02_104553,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_WS_170900120104_02_104553,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_WS_170900120104_02_104553,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120104_02_104553,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900120104_02_104553,PH,124,1936,pH,Willamette
OR_WS_170900120104_02_104553,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_WS_170900120201_02_104554.1,CHLOROPHYLL-A,40,321,Chlorophyll-a,Willamette
OR_WS_170900120201_02_104554.1,DISSOLVED OXYGEN,154,321,Dissolved Oxygen,Willamette
OR_WS_170900120201_02_104554.1,LEAD,101,321,Lead,Willamette
OR_WS_170900120201_02_104554.1,PH,124,321,pH,Willamette
OR_WS_170900120201_02_104554.2,CHLOROPHYLL-A,40,321,Chlorophyll-a,Willamette
OR_WS_170900120201_02_104554.2,"4,4'-DDE",49,321,"DDE 4,4'",Willamette
OR_WS_170900120201_02_104554.2,DIOXIN,74,321,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_WS_170900120201_02_104554.2,DISSOLVED OXYGEN,154,321,Dissolved Oxygen,Willamette
OR_WS_170900120201_02_104554.2,FECAL COLIFORM,86,321,Fecal Coliform,Willamette
OR_WS_170900120201_02_104554.2,LEAD,101,321,Lead,Willamette
OR_WS_170900120201_02_104554.2,PH,124,321,pH,Willamette
OR_WS_170900120201_02_104554.2,PHOSPHORUS,126,321,Phosphorus,Willamette
OR_WS_170900120201_02_104554.2,POLYCHLORINATED BIPHENYLS (PCBS),153,321,Polychlorinated Biphenyls (PCBs),Willamette
OR_WS_170900120202_02_104555,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_WS_170900120202_02_104555,MERCURY,104,30674,Mercury (total),Willamette
OR_WS_170900120302_02_104558,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
