"MLocID","StationDes","Lat_DD","Long_DD","AU_ID","MonLocType","Period","OWRD_Basin","data_period_start","data_period_end","IR_category","total_violations","max_violations_3yr","max_3yr_results_in_crit_period","total_spawn_violations","max_spawn_violations_3yr"
"MNF-022","Crane Creek_LTWT",44.16125374,-118.3728902,"OR_WS_170501161103_05_103021","River/Stream","Year round","Malheur",2008-07-05,2017-10-10,"Cat5",715,343,259,NA,NA
"MNF-023","Crooked Creek ECRD Data_LTWT",44.05471121,-119.0885275,"OR_WS_171200020302_05_106555","River/Stream","Year round","Malheur Lake",2008-06-22,2017-10-01,"Cat5",4,4,180,NA,NA
"MNF-024","Crooked Creek PCRD_LTWT",44.1523203,-118.6562532,"OR_WS_170501160102_05_102970","River/Stream","Year round","Malheur",2010-07-06,2017-10-04,"Cat5",421,222,161,NA,NA
"MNF-025","Crowsfoot Creek ECRD_LTWT",43.89724115,-119.4885702,"OR_WS_171200020501_05_106567","River/Stream","Year round","Malheur Lake",2008-06-22,2017-10-23,"Cat2",0,0,183,NA,NA
"MNF-026","Dairy Creek FSB_Temp_H2O",43.72736561,-119.6498185,"OR_WS_171200040206_05_106614","River/Stream","Year round","Malheur Lake",2008-06-22,2017-09-20,"Cat2",0,0,236,NA,NA
"MNF-027","Dark Canyon H2O Temp",44.2053843,-118.731361,"OR_WS_171200020201_05_106550","River/Stream","Year round","Malheur Lake",2016-07-20,2016-10-17,"Cat5",9,9,73,NA,NA
"MNF-028","Deardorff Creek_LTWT",44.3707854,-118.4968634,"OR_WS_170702010502_05_102039","River/Stream","Year round","John Day",2009-06-30,2016-07-28,"Cat5",12,7,265,NA,NA
"MNF-029","Deer Creek 162709a_LTWT",44.19644089,-119.4779043,"OR_WS_170702010206_05_102026","River/Stream","Year round","John Day",2008-07-09,2008-10-14,"Cat2",0,0,84,NA,NA
"MNF-030","Dry Fork Clear Creek_LTWT",44.56594083,-118.4650252,"OR_WS_170702030103_05_102153","River/Stream","Year round","John Day",2008-07-03,2011-09-20,"Cat5",532,222,252,NA,NA
"MNF-031","East Fork Camp H2O Temp",44.55994275,-118.8251352,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2016-06-13,2016-10-03,"Cat5",6,6,92,NA,NA
"MNF-035","East Fork Wolf Creek_Temp_H2O",44.03081052,-118.7005882,"OR_WS_170501160202_05_102977","River/Stream","Year round","Malheur",2008-06-22,2011-07-02,"Cat5",67,67,137,NA,NA
"MNF-036","ELK CREEK_LTWT",44.24579064,-118.4000684,"OR_WS_170501161102_05_103020","River/Stream","Year round","Malheur",2008-07-05,2017-10-11,"Cat5",127,72,258,NA,NA
"MNF-039","John Day River_Cresent_Temp_H2O",44.28195956,-118.544459,"OR_WS_170702010501_05_102038","River/Stream","Year round","John Day",2008-07-04,2017-10-11,"Cat5",6,6,268,NA,NA
"MNF-040","JOHN DAY RIVER_LTWT",44.34051171,-118.574679,"OR_WS_170702010501_05_102038","River/Stream","Year round","John Day",2008-07-04,2017-10-11,"Cat5",355,160,266,NA,NA
"MNF-041","Lake Creek_LTWT",44.23370723,-118.6389653,"OR_WS_170501160102_05_102970","River/Stream","Year round","Malheur",2008-07-04,2017-10-15,"Cat5",517,243,266,NA,NA
"MNF-043","Little Bear H2O Temp",44.17246325,-118.7708678,"OR_WS_171200020201_05_106550","River/Stream","Year round","Malheur Lake",2016-07-20,2016-10-17,"Cat5",38,38,73,NA,NA
"MNF-044","Little Crane Creek_LTWT",44.19786512,-118.4127826,"OR_WS_170501161103_05_103021","River/Stream","Year round","Malheur",2008-07-05,2017-10-11,"Cat5",35,14,182,NA,NA
"MNF-045","Little Emigrant Creek_LTWT",43.81845609,-119.4184967,"OR_WS_171200020504_05_106570","River/Stream","Year round","Malheur Lake",2008-06-22,2017-09-20,"Cat2",0,0,254,NA,NA
"MNF-046","Little Malheur River_LTWT",44.22830589,-118.2438447,"OR_WS_170501161201_05_103024","River/Stream","Year round","Malheur",2015-06-09,2017-10-01,"Cat5",335,220,265,NA,NA
"MNF-047","Lunch Creek 3 H2O Temp",44.51560538,-118.5388086,"OR_WS_170702030105_05_102155","River/Stream","Year round","John Day",2011-07-13,2017-10-01,"Cat2",0,0,266,NA,NA
"MNF-048","LUNCH CREEK LOWER_LTWT",44.53826601,-118.5370145,"OR_WS_170702030105_05_102155","River/Stream","Year round","John Day",2008-07-03,2017-10-01,"Cat5",325,136,266,NA,NA
"MNF-049","Lunch Creek Upper_LTWT",44.53480692,-118.5343493,"OR_WS_170702030105_05_102155","River/Stream","Year round","John Day",2008-07-03,2010-10-05,"Cat5",17,17,261,NA,NA
"MNF-052","MFJD_River_Below_Phipps113525a_LTWT",44.58851888,-118.4485184,"OR_WS_170702030106_05_102156","River/Stream","Year round","John Day",2008-07-14,2010-10-24,"Cat5",216,216,164,NA,NA
"MNF-055","Myrtle Creek FSB ECRD_LTWT",43.87370393,-119.1340794,"OR_WS_171200020403_05_106565","River/Stream","Year round","Malheur Lake",2008-06-22,2011-06-26,"Cat5",297,118,145,NA,NA
"MNF-056","Myrtle Creek Park ECRD_LTWT",43.98567207,-119.0971662,"OR_WS_171200020403_05_106565","River/Stream","Year round","Malheur Lake",2008-06-22,2012-09-26,"Cat5",98,49,156,NA,NA
"MNF-057","Myrtle Creek Trailhead ECRD_Temp_H2O",43.95694296,-119.0797305,"OR_WS_171200020403_05_106565","River/Stream","Year round","Malheur Lake",2008-06-22,2017-06-21,"Cat5",324,168,207,NA,NA
"MNF-058","NF MALHEUR RIVER Upper_LTWT",44.24884146,-118.3906932,"OR_WS_170501161102_05_103020","River/Stream","Year round","Malheur",2008-07-05,2017-10-10,"Cat5",791,289,258,NA,NA
"MNF-060","NF REYNOLDS CREEK_LTWT",44.45190441,-118.5156786,"OR_WS_170702010503_05_102040","River/Stream","Year round","John Day",2009-06-22,2017-10-11,"Cat2",0,0,266,NA,NA
"MNF-061","Nicoll Creek FSB_Temp_H2O",43.68545157,-119.7167661,"OR_WS_171200040205_05_106613","River/Stream","Year round","Malheur Lake",2009-06-21,2012-09-19,"Cat5",167,106,171,NA,NA
"MNF-063","Papoose Creek PCRD Temp_H2O",44.55677981,-118.4024844,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2015-05-27,2017-10-01,"Cat5",190,190,160,NA,NA
"MNF-064","Pine Creek Craft Cabin_Temp_H2O",43.80965419,-118.7242068,"OR_WS_170501160301_05_102981","River/Stream","Year round","Malheur",2008-06-22,2012-07-09,"Cat5",311,198,245,NA,NA
"MNF-065","Pine Creek Upper_Temp_H2O",43.85538971,-118.7653034,"OR_WS_170501160301_05_102981","River/Stream","Year round","Malheur",2008-06-22,2012-09-18,"Cat5",58,43,80,NA,NA
"MNF-066","Rattlesnake H2O Temp",43.72905512,-118.8009138,"OR_WS_171200010105_05_106514","River/Stream","Year round","Malheur Lake",2017-06-12,2017-09-25,"Cat5",60,60,76,NA,NA
"MNF-067","REYNOLDS CREEK LOWER_LTWT",44.41665709,-118.5411759,"OR_WS_170702010503_05_102040","River/Stream","Year round","John Day",2009-06-22,2017-10-11,"Cat5",615,258,266,NA,NA
"MNF-068","REYNOLDS CREEK UPPER_LTWT",44.42195352,-118.5139235,"OR_WS_170702010503_05_102040","River/Stream","Year round","John Day",2008-07-05,2017-10-11,"Cat2",0,0,266,NA,NA
"MNF-069","Sawmill Creek_FSB_Temp_H2O",43.7397309,-119.6365563,"OR_WS_171200040204_05_106612","River/Stream","Year round","Malheur Lake",2009-06-21,2017-07-05,"Cat5",73,48,160,NA,NA
"MNF-070","Sawtooth Creek ECRD_LTWT",43.80967186,-119.3013007,"OR_WS_171200020506_05_106572","River/Stream","Year round","Malheur Lake",2008-06-22,2011-07-01,"Cat5",39,32,229,NA,NA
"MNF-071","SF Bridge Creek PCRD Temp_H2O",44.53485344,-118.5325367,"OR_WS_170702030105_05_102155","River/Stream","Year round","John Day",2015-06-05,2017-10-01,"Cat5",5,5,266,NA,NA
"MNF-072","Sheep Creek_LTWT",44.28184186,-118.399662,"OR_WS_170501161101_05_103019","River/Stream","Year round","Malheur",2008-07-05,2017-10-11,"Cat5",223,108,258,NA,NA
"MNF-076","Snoshoe Creek Temp_H2O",44.24194435,-118.611634,"OR_WS_170501160101_05_102969","River/Stream","Year round","Malheur",2008-07-04,2017-10-15,"Cat5",3,3,261,NA,NA
"MNF-077","Squaw Creek 3 PCRD Temp_H2O",44.52762112,-118.4097068,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2015-05-05,2017-10-01,"Cat5",321,321,271,NA,NA
"MNF-078","Squaw Creek MFJD PCRD_LTWT",44.56554725,-118.401976,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2011-07-13,2013-07-19,"Cat5",133,133,99,NA,NA
"MNF-080","Summit Creek Lower_LTWT",44.1274606,-118.5790067,"OR_WS_170501160104_05_102972","River/Stream","Year round","Malheur",2008-07-05,2013-07-02,"Cat5",971,369,273,NA,NA
"MNF-081","Summit Creek Mouth Temp_H2O",44.09956319,-118.5882256,"OR_WS_170501160104_05_102972","River/Stream","Year round","Malheur",2012-02-29,2013-07-01,"Cat5",902,429,269,NA,NA
"MNF-082","Summit Creek ODFW Temp_H2O",44.2002449,-118.5230375,"OR_WS_170501160104_05_102972","River/Stream","Year round","Malheur",2015-05-28,2017-10-15,"Cat5",339,339,266,NA,NA
"MNF-083","Summit Creek Upper_LTWT",44.18776324,-118.5471735,"OR_WS_170501160104_05_102972","River/Stream","Year round","Malheur",2009-06-29,2017-09-18,"Cat5",952,352,277,NA,NA
"MNF-084","Vinegar Creek 807 Upper_103533a_Temp_H2O",44.70096606,-118.5508987,"OR_WS_170702030201_05_102157","River/Stream","Year round","John Day",2008-07-23,2008-10-22,"Cat5",31,31,70,NA,NA
"MNF-088","Whiskey Creek_Temp_H2O",43.89035598,-119.4340158,"OR_WS_171200020502_05_106568","River/Stream","Year round","Malheur Lake",2011-06-21,2017-09-14,"Cat2",0,0,90,NA,NA
"MNF-089","Wolf Creek Lower_LTWT",44.00930709,-118.6985005,"OR_WS_170501160203_05_102978","River/Stream","Year round","Malheur",2008-06-22,2017-07-06,"Cat5",56,30,158,NA,NA
"MNF-090","Wolf Creek Upper_LTWT",44.03645535,-118.7059202,"OR_WS_170501160201_05_102976","River/Stream","Year round","Malheur",2009-06-21,2017-07-07,"Cat5",42,26,240,NA,NA
"MNF-091","BC4646_WT",43.825,-119.421,"OR_WS_171200020503_05_106569","River/Stream","Year round","Malheur Lake",2017-06-15,2017-10-23,"Cat2",0,0,92,NA,NA
"MNF-092","Bear creek 1_WT",44.722,-118.823,"OR_WS_170702030301_05_102164","River/Stream","Year round","John Day",2013-07-17,2013-10-16,"Cat5",64,64,76,NA,NA
"MNF-092","Bear creek 1_WT",44.722,-118.823,"OR_WS_170702030301_05_102164","River/Stream","Spawn","John Day",2013-09-01,2013-10-16,"Cat5",NA,NA,NA,22,22
"MNF-093","Bear creek 3_WT",44.731,-118.834,"OR_WS_170702030301_05_102164","River/Stream","Year round","John Day",2013-07-18,2013-10-16,"Cat5",63,63,75,NA,NA
"MNF-093","Bear creek 3_WT",44.731,-118.834,"OR_WS_170702030301_05_102164","River/Stream","Spawn","John Day",2013-09-01,2013-10-16,"Cat5",NA,NA,NA,30,30
"MNF-099","Big2_WT",44.469,-118.788,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2013-07-15,2013-10-16,"Cat5",68,68,78,NA,NA
"MNF-100","BlackCanyon_Creek_WT",44.084,-118.576,"OR_WS_170501160105_05_102973","River/Stream","Year round","Malheur",2014-07-28,2014-09-22,"Cat2",0,0,57,NA,NA
"MNF-105","Camp7_WT",44.566,-118.842,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat5",32,32,56,NA,NA
"MNF-106","CL4098",44.585,-118.503,"OR_WS_170702030104_05_102154","River/Stream","Year round","John Day",2017-06-13,2017-09-26,"Cat5",100,100,88,NA,NA
"MNF-107","Cliff_Ck_WT",44.053,-118.547,"OR_WS_170501160105_05_102973","River/Stream","Year round","Malheur",2014-07-30,2014-10-21,"Cat2",0,0,63,NA,NA
"MNF-108","CO5126",44.285,-118.399,"OR_WS_170501161101_05_103019","River/Stream","Year round","Malheur",2017-06-14,2017-10-01,"Cat5",94,94,92,NA,NA
"MNF-110","Cottonwood1_WT",44.655,-118.846,"OR_WS_170702030207_05_102162","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat5",8,8,56,NA,NA
"MNF-111","Cougar_WT",44.608,-118.829,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-25,2014-09-21,"Cat2",0,0,59,NA,NA
"MNF-112","Coxie1_WT",44.566,-118.843,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-23,2014-09-21,"Cat5",23,23,61,NA,NA
"MNF-114","EastBig_WT",44.771,-118.811,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2013-08-12,2013-10-16,"Cat5",39,39,50,NA,NA
"MNF-115","EFKBig1_2017_WT",44.771,-118.811,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-05-18,2017-11-20,"Cat5",95,95,92,NA,NA
"MNF-116","EFKBig2_2016_WT",44.774,-118.809,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-18,2016-11-14,"Cat5",45,45,75,NA,NA
"MNF-117","EFKBig2_2017_WT",44.774,-118.809,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-28,2017-10-01,"Cat5",75,75,92,NA,NA
"MNF-118","EFKBig3_2016_WT",44.778,-118.802,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-14,2016-11-14,"Cat5",30,30,79,NA,NA
"MNF-119","EFKBig3_2017_WT",44.778,-118.802,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-28,2017-10-01,"Cat5",64,64,92,NA,NA
"MNF-120","EFKBig4_2016_WT",44.78,-118.794,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-18,2016-11-14,"Cat5",20,20,75,NA,NA
"MNF-121","EFKBig4_2017_WT",44.78,-118.794,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-29,2017-10-04,"Cat5",10,10,92,NA,NA
"MNF-122","EFKBig5_2016_WT",44.787,-118.788,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-14,2016-11-14,"Cat2",0,0,79,NA,NA
"MNF-123","EFKBig5_2017_WT",44.787,-118.788,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-29,2017-10-04,"Cat2",0,0,92,NA,NA
"MNF-124","EM4602",43.825,-119.42,"OR_WS_171200020502_05_106568","River/Stream","Year round","Malheur Lake",2017-06-15,2017-10-23,"Cat5",8,8,92,NA,NA
"MNF-125","FO5024",44.264,-118.394,"OR_WS_170501161101_05_103019","River/Stream","Year round","Malheur",2017-06-14,2017-10-01,"Cat5",97,97,92,NA,NA
"MNF-126","HS5448",44.323,-118.416,"OR_WS_170501161101_05_103019","River/Stream","Year round","Malheur",2017-06-14,2017-10-01,"Cat5",65,65,92,NA,NA
"MNF-127","JO3766",44.543,-119.039,"OR_WS_170702010801_05_102055","River/Stream","Year round","John Day",2017-06-13,2017-09-27,"Cat5",83,83,89,NA,NA
"MNF-128","LA5349",43.932,-119.427,"OR_WS_171200020502_05_106568","River/Stream","Year round","Malheur Lake",2017-06-15,2017-10-23,"Cat2",0,0,92,NA,NA
"MNF-129","Latigo_Creek_WT",43.935,-119.433,"OR_WS_171200020502_05_106568","River/Stream","Year round","Malheur Lake",2017-07-05,2017-09-20,"Cat5",10,10,78,NA,NA
"MNF-130","Lee_Creek_WT",44.028,-118.527,"OR_WS_170501160105_05_102973","River/Stream","Year round","Malheur",2014-07-28,2014-09-22,"Cat2",0,0,57,NA,NA
"MNF-132","Lick2_WT",44.635,-118.783,"OR_WS_170702030206_05_102161","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat5",10,10,56,NA,NA
"MNF-133","Lick3_WT",44.608,-118.751,"OR_WS_170702030206_05_102161","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat2",0,0,56,NA,NA
"MNF-134","Little Malheur2_Temp_H2O",44.228,-118.244,"OR_WS_170501161201_05_103024","River/Stream","Year round","Malheur",2015-06-09,2015-09-22,"Cat5",103,103,81,NA,NA
"MNF-147","NF Malheur R Top",44.322,-118.415,"OR_WS_170501161101_05_103019","River/Stream","Year round","Malheur",2015-06-10,2017-10-11,"Cat5",203,203,258,NA,NA
"MNF-148","Pizer1_2017_WT",44.775,-118.82,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-05-18,2017-11-18,"Cat5",108,108,92,NA,NA
"MNF-149","Pizer2_2016_WT",44.779,-118.812,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-18,2016-11-11,"Cat5",50,50,75,NA,NA
"MNF-150","Pizer2_2017_WT",44.779,-118.812,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-28,2017-10-01,"Cat5",81,81,92,NA,NA
"MNF-151","Pizer3_2016_WT",44.782,-118.804,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2016-07-14,2016-11-14,"Cat5",54,54,79,NA,NA
"MNF-152","Pizer3_2017_WT",44.782,-118.804,"OR_WS_170702030302_05_102165","River/Stream","Year round","John Day",2017-06-28,2017-10-01,"Cat5",81,81,92,NA,NA
"MNF-153","Skookum_Creek_mouth_WT",44.04,-118.539,"OR_WS_170501160105_05_102973","River/Stream","Year round","Malheur",2014-07-28,2016-11-07,"Cat2",0,0,149,NA,NA
"MNF-154","Squaw Creek 4 PCRD Temp_H2O",44.517,-118.403,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2017-05-22,2017-07-05,"Cat5",14,14,5,NA,NA
"MNF-155","Squaw Creek 5 PCRD Temp_H2O",44.507,-118.393,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2017-05-22,2017-07-22,"Cat2",0,0,22,NA,NA
"MNF-156","Squaw_BottomProj15_WT",44.535,-118.406,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2016-06-13,2017-10-01,"Cat5",143,143,135,NA,NA
"MNF-157","Squaw_Upstream_of_Private_WT",44.572,-118.403,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2017-05-22,2017-10-01,"Cat5",124,124,92,NA,NA
"MNF-158","SquawCk_ford_WT",44.484,-118.385,"OR_WS_170702030101_05_102151","River/Stream","Year round","John Day",2016-06-14,2017-10-01,"Cat5",30,30,182,NA,NA
"MNF-159","Sulphur_Top_WT",44.628,-118.886,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat2",0,0,56,NA,NA
"MNF-160","Sulphur_WT",44.627,-118.859,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-25,2014-09-21,"Cat5",32,32,59,NA,NA
"MNF-161","Trail_WT",44.598,-118.844,"OR_WS_170702030205_05_102160","River/Stream","Year round","John Day",2014-07-25,2014-09-21,"Cat5",20,20,59,NA,NA
"MNF-162","Trout_Creek_H20",43.935,-118.918,"OR_WS_171200020306_05_106559","River/Stream","Year round","Malheur Lake",2017-06-12,2017-09-25,"Cat5",41,41,87,NA,NA
"MNF-163","US Bear_WT",44.722,-118.825,"OR_WS_170702030301_05_102164","River/Stream","Year round","John Day",2013-07-17,2013-10-16,"Cat5",58,58,76,NA,NA
"MNF-164","WFLick_WT",44.634,-118.785,"OR_WS_170702030206_05_102161","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat5",44,44,56,NA,NA
"MNF-165","WFLick1_WT",44.634,-118.785,"OR_WS_170702030206_05_102161","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat5",44,44,56,NA,NA
"MNF-166","WFLick2_WT",44.587,-118.782,"OR_WS_170702030206_05_102161","River/Stream","Year round","John Day",2014-07-23,2014-09-16,"Cat2",0,0,56,NA,NA
"ONF-001","AllenCr_al4770_LTWT",44.3995649,-120.1712597,"OR_WS_170703040306_05_102587","River/Stream","Year round","Deschutes",2013-07-16,2016-05-25,"Cat5",66,66,261,NA,NA
"ONF-002","AllenCr_al4940_WT",44.41123009,-120.168531,"OR_WS_170703040306_05_102587","River/Stream","Year round","Deschutes",2008-07-10,2008-10-07,"Cat5",2,2,83,NA,NA
"ONF-003","AllenCrEF_al4920_WT",44.41076812,-120.1665807,"OR_WS_170703040306_05_102587","River/Stream","Year round","Deschutes",2008-07-10,2008-10-07,"Cat2",0,0,83,NA,NA
"ONF-004","AugerCr_au4010_LTWT",44.56286507,-120.575503,"OR_WS_170703070101_05_102544","River/Stream","Year round","Deschutes",2012-06-07,2012-12-16,"Cat5",16,16,92,NA,NA
"ONF-006","BearCr_bb3406_LTWT",44.54988359,-120.4412655,"OR_WS_170702040304_05_102199","River/Stream","Year round","John Day",2012-07-02,2015-06-08,"Cat5",33,33,275,NA,NA
"ONF-007","BearCrNF_nb3440_LTWT",44.5482697,-120.4478089,"OR_WS_170702040304_05_102199","River/Stream","Year round","John Day",2012-06-13,2013-06-16,"Cat5",30,30,84,NA,NA
"ONF-010","CanyonCr_ca4062_LTWT",44.39391793,-120.4200959,"OR_WS_170703050201_05_102453","River/Stream","Year round","Deschutes",2008-06-25,2009-09-08,"Cat5",2,2,154,NA,NA
"ONF-012","CrazyCr_4203_WT",44.34972006,-120.0363002,"OR_WS_170703040403_05_102432","River/Stream","Year round","Deschutes",2014-07-14,2015-06-23,"Cat2",0,0,79,NA,NA
"ONF-017","DeepCr_WT",44.38866765,-119.9957245,"OR_WS_170703040403_05_102432","River/Stream","Year round","Deschutes",2016-02-29,2016-06-28,"Cat5",87,87,92,NA,NA
"ONF-019","DickCr_di3952_WT",44.55033445,-120.5764242,"OR_WS_170703070103_05_102546","River/Stream","Year round","Deschutes",2015-07-10,2016-02-29,"Cat5",68,68,277,NA,NA
"ONF-020","DoddsCr_do3940_WT",44.54363953,-120.3871256,"OR_WS_170702040305_05_102200","River/Stream","Year round","John Day",2012-06-06,2014-06-10,"Cat2",0,0,184,NA,NA
"ONF-020","DoddsCr_do3940_WT",44.54363953,-120.3871256,"OR_WS_170702040305_05_102200","River/Stream","Spawn","John Day",2013-01-01,2014-05-15,"Cat2",NA,NA,NA,0,0
"ONF-021","DoubleCorralCr_4501_LTWT",44.396067,-119.9659154,"OR_WS_170703040401_05_102430","River/Stream","Year round","Deschutes",2013-07-17,2014-06-22,"Cat5",73,73,76,NA,NA
"ONF-022","Drake_DR4300_WT",44.08898048,-120.3203008,"OR_WS_170703040602_05_102436","River/Stream","Year round","Deschutes",2014-10-09,2016-05-17,"Cat2",0,0,92,NA,NA
"ONF-023","DrakeCr_dr4470_LTWT",44.07983327,-120.3221449,"OR_WS_170703040602_05_102436","River/Stream","Year round","Deschutes",2008-06-27,2009-10-06,"Cat2",0,0,176,NA,NA
"ONF-024","DutchmanCr_du3620_LTWT",44.56296336,-120.6706611,"OR_WS_170703070102_05_102545","River/Stream","Year round","Deschutes",2014-06-09,2016-06-26,"Cat5",18,18,184,NA,NA
"ONF-024","DutchmanCr_du3620_LTWT",44.56296336,-120.6706611,"OR_WS_170703070102_05_102545","River/Stream","Spawn","Deschutes",2015-01-01,2016-05-15,"Cat2",NA,NA,NA,0,0
"ONF-026","GrantCr_gr3510_LTWT",44.54028683,-120.4515379,"OR_WS_170702040304_05_102199","River/Stream","Year round","John Day",2012-07-02,2014-06-04,"Cat2",0,0,183,NA,NA
"ONF-027","GrayCr_gr4686_LTWT",44.27992195,-120.2399327,"OR_WS_170703040301_05_102424","River/Stream","Year round","Deschutes",2016-02-29,2016-07-05,"Cat5",297,177,166,NA,NA
"ONF-028","HappyCampCr_4301_WT",44.39329366,-119.9968492,"OR_WS_170703040401_05_102430","River/Stream","Year round","Deschutes",2014-06-19,2016-06-29,"Cat5",98,98,184,NA,NA
"ONF-029","HeflinCr_hl4600_WT",44.54432677,-120.386558,"OR_WS_170702040305_05_102200","River/Stream","Year round","John Day",2015-06-29,2016-05-16,"Cat2",0,0,92,NA,NA
"ONF-030","HowardCr_ho4670_LTWT",44.39442727,-120.2827656,"OR_WS_170703040303_05_102426","River/Stream","Year round","Deschutes",2014-06-18,2016-05-25,"Cat5",101,101,184,NA,NA
"ONF-032","KlootchmanCr_KL4700_LTWT",44.00290604,-120.4659133,"OR_WS_170703040701_05_102443","River/Stream","Year round","Deschutes",2014-10-09,2016-05-17,"Cat5",33,33,92,NA,NA
"ONF-033","LittleHayCr_lh4020_WT",44.41343886,-120.4960998,"OR_WS_170703050204_05_102455","River/Stream","Year round","Deschutes",2010-07-06,2010-11-14,"Cat2",0,0,87,NA,NA
"ONF-034","LittleHayCr_lh4040_LTWT",44.41308242,-120.4956117,"OR_WS_170703050204_05_102455","River/Stream","Year round","Deschutes",2009-07-07,2009-09-21,"Cat5",2,2,77,NA,NA
"ONF-035","LittleMckayCr_lm3672_LTWT",44.46701299,-120.7142767,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2009-06-26,2015-05-26,"Cat5",193,143,213,NA,NA
"ONF-036","LittleMcKayCr_lm3777_WT",44.47597063,-120.7114612,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2008-05-20,2009-07-29,"Cat5",95,95,121,NA,NA
"ONF-037","LittleMcKayCr_lm4093_WT",44.49360471,-120.691595,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2009-06-26,2009-09-21,"Cat5",46,46,83,NA,NA
"ONF-038","LittleMcKayCr_lm4256_WT",44.50221558,-120.683251,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2008-05-20,2016-02-29,"Cat5",20,17,171,NA,NA
"ONF-039","LittleSummitCr_4601_WT",44.3560782,-120.006196,"OR_WS_170703040402_05_102431","River/Stream","Year round","Deschutes",2014-06-19,2016-06-06,"Cat5",71,71,184,NA,NA
"ONF-040","LytleCr_ly4843_LTWT",44.26645488,-120.2665104,"OR_WS_170703040301_05_102424","River/Stream","Year round","Deschutes",2009-07-03,2013-06-11,"Cat5",4,4,92,NA,NA
"ONF-045","McKayCr_mk3454_LTWT",44.45013809,-120.7455779,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2009-06-26,2009-08-14,"Cat5",47,47,45,NA,NA
"ONF-046","McKayCr_mk3679_LTWT",44.46565548,-120.7139245,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2008-05-26,2009-07-29,"Cat5",53,38,121,NA,NA
"ONF-047","McKayCr_mk3851_WT",44.4725606,-120.6922915,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2009-06-26,2009-10-05,"Cat5",14,14,92,NA,NA
"ONF-048","McKayCr_mk4428_LTWT",44.47362392,-120.6418586,"OR_WS_170703050501_05_102463","River/Stream","Year round","Deschutes",2008-05-20,2012-08-19,"Cat5",21,21,184,NA,NA
"ONF-049","MillCrEF_me3706_LTWT",44.43911292,-120.5805424,"OR_WS_170703050301_05_102457","River/Stream","Year round","Deschutes",2009-06-26,2016-02-29,"Cat5",239,150,185,NA,NA
"ONF-050","MillCrWF_mw3699_LTWT",44.44009898,-120.582866,"OR_WS_170703050301_05_102457","River/Stream","Year round","Deschutes",2008-05-28,2009-10-05,"Cat5",232,138,184,NA,NA
"ONF-051","MillCrWF_mw4230_LTWT",44.4768858,-120.584492,"OR_WS_170703050301_05_102457","River/Stream","Year round","Deschutes",2009-06-26,2009-10-07,"Cat5",16,16,92,NA,NA
