AU_ID,ben_use_code
OR_WS_170703060904_05_102524,5
OR_WS_171002050205_02_106154,2
OR_WS_171003030106_02_105275,2
OR_SR_1710020606_02_106223,2
OR_CL_1710020410_106252,3
OR_WS_170800010801_15_103707,15
OR_EB_1710020308_01_107225,1
OR_SR_1709000405_02_103868,2
OR_WS_171003020105_02_105679,2
OR_WS_170703060204_05_102506,5
OR_SR_1707030406_05_102593,5
OR_SR_1709000802_02_104604,2
OR_WS_171003020102_02_105676,2
OR_SR_1709000301_02_103790,2
OR_SR_1707020111_05_102568,5
OR_LK_1707030110_02_100151,2
OR_WS_171002050303_02_106176,2
OR_WS_170900030610_02_104298,2
OR_SR_1709000104_02_103719,2
OR_WS_171003050306_02_106393,2
OR_SR_1709000602_02_103954,2
OR_SR_1709000107_02_104583,2
OR_SR_1709000701_02_104591,2
OR_SR_1709000305_02_103833,2
OR_WS_170501160502_05_102989,5
OR_WS_170501160102_05_102970,5
OR_WS_170501161102_05_103020,5
OR_WS_171200070401_05_106779,5
OR_WS_171200070106_05_106767,5
OR_SR_1712000401_05_106481,5
OR_SR_1708000102_02_103601,2
OR_CL_1710020310_106237,3
OR_WS_170701050305_02_101988,2
OR_SR_1707020410_05_101701,5
OR_SR_1801020405_05_107166,5
OR_WS_170502030504_05_103179,5
OR_SR_1710020407_02_105983,2
OR_WS_171002070103_02_104999,2
OR_WS_170702020502_05_102108,5
OR_SR_1709000202_02_103765,2
OR_WS_171003060401_02_104699,2
OR_SR_1710030105_02_105820,2
OR_WS_171003070101_02_105711,2
OR_SR_1709000202_02_103780,2
OR_SR_1709000404_02_104569,2
OR_CL_1710020102_106225,3
OR_SR_1707020107_05_101539,5
OR_WS_171003060403_02_104675,2
OR_WS_170501031102_05_103235,5
OR_SR_1709000901_02_104064,2
OR_EB_1710020504_01_107196,1
OR_SR_1710030204_02_105391,2
OR_SR_1710020407_02_105990,2
OR_SR_1707010405_02_101502,2
OR_WS_171200060105_05_106743,5
OR_WS_171003060107_02_106317,2
OR_SR_1710020607_02_106405,2
OR_WS_170703070403_05_102565,5
OR_SR_1709000403_02_103865,2
OR_WS_170703061106_05_102537,5
OR_SR_1709001203_02_104180,2
OR_WS_170703010302_05_102283,5
OR_SR_1710030601_02_106303,2
OR_WS_170900011003_02_104223,2
OR_SR_1707010503_02_101506,2
OR_SR_1707030511_02_101810,2
